"","track_id","pa1_intensity","pa2_involvement","pa3_technicality"
"1","6f807x0ima9a1j3VPbc7VN",1.31750644112368,0.539910979564425,0.50368926310743
"2","0r7CVbZTWZgbTCYdfa2P31",0.601922919488202,0.48770153569912,0.290619138001684
"3","1z1Hg7Vb0AhHDiEmnDE79l",1.36376917541743,0.186276283505201,-0.48864255806788
"4","75FpbthrwQmzHlBJLuGdC7",1.50175093746038,0.25188680870496,0.416833842701829
"5","1e8PAfcKUYoKkxPhrHqw4x",0.721253176928707,0.0571501873464519,0.791251487924383
"6","7fvUMiyapMsRRxr07cU8Ef",1.3523588792513,0.165836128111794,0.417733089250654
"7","2OAylPUDDfwRGfe0lYqlCQ",1.01566860736449,-1.26823779071179,-0.620498458953768
"8","6b1RNvAcJjQH73eZO4BLAB",1.17036586363389,-0.67543495738103,-0.583223590635213
"9","7bF6tCO3gFb8INrEDcjNT5",1.36208293867887,-0.44669193076382,0.396320282880304
"10","1IXGILkPm0tOCNeq00kCPa",0.668689285657955,-0.0518467376778641,0.738400094102314
"11","3eFJI470ALf1EYjywPRsJy",1.36849843658974,0.282799255517195,0.500203862536582
"12","3iJeF2izF1QcpCgUc97BLl",0.410342679044359,-1.28634304574236,0.512834669572262
"13","6e0CvGZf7CouOpYF8toXHC",0.063862012683544,0.544465142264673,0.713011393753619
"14","3eLdNmnRWr9gIyBcqTSSti",1.16169279647807,-0.381581072394531,-0.638354741762957
"15","55nMnifaQWKe3f9cbwOXwx",0.595580930546338,0.0943454939167639,-0.690464799215296
"16","1EJgymgJHcjSOGSHcYaxvW",0.79777960660088,0.918356414985653,0.720190671241588
"17","5WaXMQMlQpq8pwIdaFP43L",1.27698426758922,0.162014323819848,-0.561522236612066
"18","3TjLsDgL0bTbSQIF6M5Ki8",0.277335403890808,0.197023237522879,-0.93803357915128
"19","0GfS3y8Jd7SHWd9R51s7Fo",-0.73851253520388,0.418669827940923,0.708511814751201
"20","2v3DuCVBbopteJqdM7aKQK",0.75798369185802,-1.17537904893811,0.52163217641876
"21","4QAUGy6k7c3IOAhgWz52r7",1.52691091070421,-0.597147169180405,-0.687109359788669
"22","3Ciaf6WgvG95TGRGxQ1yO8",1.21087481334085,0.383317298056455,-0.823293990261914
"23","1mC2UjWt25Oixtqu7C6suL",0.799634542488982,0.125479951603436,-0.672034646914814
"24","2wenGTypSYHXl1sN1pNC7X",1.08850637252291,0.35706164777258,0.735817954169137
"25","4sqABRRGU7CzcHXCyxUzFw",1.08014155498819,-0.243177017899356,0.298544326218618
"26","5dy3WUywjZcalTno1io8TQ",0.426014167383069,0.0819989686812486,0.296466543671233
"27","2M9GeaCQXrV12J0wzBxIwi",1.10117171064101,0.0765614371969961,-0.476341422075676
"28","1zzOMDmkRZy0g9f4JTAZKn",1.25976533318741,-0.0118443974078853,-0.518254820508211
"29","4OFFY6L5ywYM1TwhXX69wQ",1.47947710360796,-0.241347100819534,0.540238450306648
"30","1hr5Y2i4NlE3LPvQZ9Q5Ao",1.08269828761257,0.270224810121125,0.730110124010035
"31","1aT7vltGhkjyMI3F3aO3A4",1.0409006894898,-0.169947071791465,0.284262782391612
"32","4YaU1EjXIkdRdkOI4cCZys",0.802860704569135,0.258496973231124,-0.487239023249925
"33","0Fc9QSMX6fgEBgDjUax7t7",0.853582853735349,0.437746405604365,0.324236539589058
"34","7AasLZ4TYgh7dbJXZxcZVE",0.946023354112441,0.560428859105164,0.75595692211646
"35","7p4jpmyBnOpqQ3rSGJzZ7w",0.769156878890453,0.280489584280321,0.320151980656852
"36","4sLtguRBis05qfsBgJ1IdN",0.709295201222042,0.70103087417916,0.736086539681759
"37","508lUjbGcPrL0CfvHC7UvI",0.834047572301131,1.03413115963977,0.561559681807526
"38","7FDaS1k08rwMoAThmzUkOZ",0.804949398405295,-0.0704223700708275,-0.447875461999042
"39","6m8SIT10j41SPpPFOknTmP",0.552087724372229,-0.534626092562924,0.744361869698188
"40","5Vwgf4MVO0vLv8fbxaGGiW",0.573193208531909,0.526957082979579,-0.929381337011834
"41","5scxjvcdozadBoRRN0UMaM",0.430326899603973,1.08987590823585,0.507345596168777
"42","6oJ6le65B3SEqPwMRNXWjY",-0.0514025566222473,0.166508316695838,0.446009502367688
"43","2tilX6FUl0IwFgiOYjuc6V",1.30855128210859,0.223306517641105,-0.569436675247645
"44","3yNZ5r3LKfdmjoS3gkhUCT",-1.53126357129169,0.0919158471730362,0.711278745536482
