"track_id","X","length","song","liv_acoust"
"31OqWK8Lc6GnUbnLG3GqPX",294,2.63491666666667,1,0
"7rpyHKSH3dkrsKEgv1eNgv",295,3.27458333333333,1,0
"5CpkVOosLFc83LbwqO6hnI",296,3.64133333333333,1,0
"3cJEgWbsBmGkvXz906tgut",297,3.57735,1,0
"3ZqKbMO9UasuKgQeGT7QZS",298,3.03125,1,0
"5mYNWSc1AE7pWS3Ax4e8Dl",299,3.72555,1,0
"6SRWhUJcD2YKahCwHavz3X",300,3.528,1,0
"7Feaw9WAEREY0DUOSXJLOM",301,2.73008333333333,1,0
"7K7MUBCnzgBAvMVW2RTWNs",302,2.72026666666667,1,0
"47dABAPyBgKB3iQCrC4Vrv",303,2.61666666666667,1,0
"6vRCKJDtnrJEcyyzIMa0w0",304,3.07755,1,0
"4BM4ml3TgBFALLaCaJtVhi",305,2.95121666666667,1,0
"4D3o6Hh3GydRpTTlyLP3D9",306,2.81928333333333,1,0
"3R6dPfF2yBO8mHySW1XDAa",307,2.91555,1,0
"164C9bSF4ryqWXI4XgxTE0",308,3.37533333333333,1,0
"4fC6tDEFmSBBCRBUOPeQ8b",309,3.01733333333333,1,0
"7lPo7aUbqNz5qmcan9Oj3F",310,2.8106,1,0
"1HvCFAUIWQsWV9zud3UhDl",311,3.31466666666667,1,0
"76WNl0hDHHxTUhfLrEIBSm",312,3.03266666666667,1,0
"6xTU6B6nFwKKTSZ9ySXS80",313,3.62155,1,0
"0jvqmWRCyv7xnxqrtinbHJ",314,2.99166666666667,1,0
"5itOtNx0WxtJmi1TQ3RuRd",315,3.81973333333333,1,0
"1uuUnsWpJwqBh5GRQ8uxla",316,3.6,1,0
"4DfxFGwreu9BquiLRClwh8",317,2.79785,1,0
"6Pgkp4qUoTmJIPn7ReaGxL",318,3.02788333333333,1,0
"3R8lr1Y1kPgXEbnXkcMMlT",319,3.7,1,0
"4ESPuOrSsRcBISzcMlzmY5",320,2.688,1,0
"0Zbbxnx4SGGHoIow4PpISP",321,3.94755,1,0
"72gv4zhNvRVdQA0eOenCal",322,3.54555,1,0
"2kLf4myxQME1Nd0voeKZri",323,2.61675,1,0
"4q8PHoRsPUB52LFylX8Ulz",324,3.38333333333333,1,0
"2devxXJUTEIFmgt8cXaqmO",325,2.50008333333333,1,0
"0ct6r3EGTcMLPtrXHDvVjc",326,2.9443,1,0
"7dOeiXeTSfA1ixaYmQcWu7",327,3.35428333333333,1,0
"7jEyX4bqaCSdMN4D4JNnVj",328,3.0689,1,0
"6ULQ6ZRc7JuVutRMy6gfgc",329,2.78245,1,0
"0FlnsBDwPglenLJoQjPd4K",330,4.01028333333333,1,0
"4Vbz3osCh6DwHYv5gVv5H2",331,3.46845,1,0
"4OgwXdylh75fHfwUzJTUqg",332,3.538,1,0
"4kWO6O1BUXcZmaxitpVUwp",333,3.596,1,0
"0A5gdlrpAuQqZ2iFgnqBFW",334,2.88445,1,0
"0BiGd2FNDQ0eh79ZHfp6tS",335,3.23933333333333,1,0
"25sgk305KZfyuqVBQIahim",336,3.12393333333333,1,0
"3xE7LrW7P54CYNQYqLhl6J",337,3.48901666666667,1,0
